temperature,humidity,ph,water availability,season,label
33.30711818,67.07780816,5.266227032,108.5090168,rainy,pigeonpeas
23.45379018,46.48714759,7.10959773,150.8712202,rainy,pigeonpeas
34.53823889,39.04468913,5.617008201,168.5948318,rainy,pigeonpeas
19.50112224,34.51086611,5.632353113,197.3752649,rainy,pigeonpeas
28.76794904,37.57792132,4.674941549,91.72084869,rainy,pigeonpeas
30.97758716,32.24914235,7.161797643,180.716828,rainy,pigeonpeas
18.39759147,36.82639309,6.624966131,93.12330644,rainy,pigeonpeas
35.09357419,30.98685456,5.004074624,116.9106908,rainy,pigeonpeas
34.93174223,30.40046769,6.345806011,159.2649827,rainy,pigeonpeas
29.50523036,35.72032498,6.216814453,187.8961851,rainy,pigeonpeas
34.51934775,47.52980027,5.921666758,129.0064612,rainy,pigeonpeas
28.43430726,52.10010827,6.012719118,147.0414824,rainy,pigeonpeas
18.41645629,34.80541039,4.684079249,163.2747473,rainy,pigeonpeas
31.07508973,47.19847683,7.077170002,91.31256412,rainy,pigeonpeas
20.89342749,46.24856523,6.208843215,195.5697875,rainy,pigeonpeas
30.90607799,52.79913039,7.05181629,170.9919828,rainy,pigeonpeas
27.9348279,66.45457122,4.722222454,145.3728801,rainy,pigeonpeas
35.95176642,36.52780776,6.418062652,136.0456753,rainy,pigeonpeas
19.54317155,56.92831399,4.803564468,173.1686574,rainy,pigeonpeas
19.63736208,32.31528909,4.608695247,176.4134092,rainy,pigeonpeas
31.2192752,56.46868874,5.611510977,129.2028653,rainy,pigeonpeas
33.50876355,45.70976142,7.322097972,126.6738117,rainy,pigeonpeas
24.80710166,45.01110015,5.023115055,188.4928637,rainy,pigeonpeas
36.20970524,31.94550613,5.617122801,191.0658531,rainy,pigeonpeas
30.50420876,35.48885969,5.391560418,162.5927723,rainy,pigeonpeas
26.01630259,49.94704718,5.906596905,160.3337447,rainy,pigeonpeas
31.48469278,35.6395615,6.574209678,100.546816,rainy,pigeonpeas
33.15122581,32.45974539,4.807776749,105.0380275,rainy,pigeonpeas
23.50222822,51.29019509,4.760038039,192.3023991,rainy,pigeonpeas
34.87248659,38.83786012,5.180271502,148.2502786,rainy,pigeonpeas
28.09269012,44.93322042,4.895927306,197.1144011,rainy,pigeonpeas
24.54757829,57.3414485,6.436160044,118.3606557,rainy,pigeonpeas
33.64769646,48.41490082,7.066087261,100.4673278,rainy,pigeonpeas
20.5591255,60.54880693,6.655918078,191.0895109,rainy,pigeonpeas
19.95991719,59.33157782,5.982854523,195.787103,rainy,pigeonpeas
28.87667593,62.4901206,5.457871273,182.2688175,rainy,pigeonpeas
36.04353699,43.61444121,4.759490199,159.8938645,rainy,pigeonpeas
23.6734328,47.2879691,7.342409555,141.1250722,rainy,pigeonpeas
25.74679443,40.7192594,4.820788186,100.7791633,rainy,pigeonpeas
31.08564994,66.68832981,6.242052013,175.9303271,rainy,pigeonpeas
18.72987676,61.33186249,5.001038726,139.8710041,rainy,pigeonpeas
29.50304807,63.46513414,5.560224583,189.5208915,rainy,pigeonpeas
20.43517772,39.37252634,4.747352458,137.2279662,rainy,pigeonpeas
36.00415838,56.01334416,7.313517308,134.8596466,rainy,pigeonpeas
31.46846241,35.39454002,5.661826398,174.5723999,rainy,pigeonpeas
36.30049702,56.03021253,4.672437054,101.6073988,rainy,pigeonpeas
29.49096726,67.10604388,6.471862118,153.2504506,rainy,pigeonpeas
30.5753044,34.75591197,5.384762927,177.5764304,rainy,pigeonpeas
24.69487673,59.96669215,5.859813416,91.95792434,rainy,pigeonpeas
23.17409556,36.67847052,6.962386495,162.5931264,rainy,pigeonpeas
19.04380471,33.10695144,6.12166671,155.3705624,rainy,pigeonpeas
29.32379604,45.93248374,6.421748487,165.4113371,rainy,pigeonpeas
34.6455408,54.32342534,4.828936119,180.9009998,rainy,pigeonpeas
21.9989826,56.31006755,6.98571967,136.8274312,rainy,pigeonpeas
22.99774444,60.24218572,4.603563116,159.689339,rainy,pigeonpeas
30.55992394,35.29006485,6.979540061,178.8998611,rainy,pigeonpeas
31.46417866,48.17631461,7.064973419,165.405354,rainy,pigeonpeas
25.95058595,40.58227261,5.16516459,109.1821183,rainy,pigeonpeas
21.01142393,69.69141302,5.111488821,185.2039114,rainy,pigeonpeas
19.25100056,47.70351758,5.374358869,149.063196,rainy,pigeonpeas
19.24462755,50.54495302,5.671419084,180.6465282,rainy,pigeonpeas
22.47253208,62.56532471,5.667419697,96.74706956,rainy,pigeonpeas
36.75087487,58.25799145,6.07938452,124.6028153,rainy,pigeonpeas
29.89286629,66.35375127,6.931924963,198.1403003,rainy,pigeonpeas
29.37735586,44.82294584,6.842744374,172.40168,rainy,pigeonpeas
29.65052947,42.89833235,6.876572503,186.9226052,rainy,pigeonpeas
19.54284889,66.34777265,6.151029296,173.1106982,rainy,pigeonpeas
